Electricity consumption profiles,,,
kW,,,
MEKH,,,
date,hour,profile_type,Value
31/03/2022,16,budapest,0.0266625
31/03/2022,17,budapest,0.029926
31/03/2022,18,budapest,0.03599225
31/03/2022,19,budapest,0.043497
31/03/2022,20,budapest,0.04677625
31/03/2022,21,budapest,0.0458145
31/03/2022,22,budapest,0.04162725
31/03/2022,23,budapest,0.0351075
01/04/2022,0,budapest,0.021639
01/04/2022,1,budapest,0.0181975
01/04/2022,2,budapest,0.01661625
01/04/2022,3,budapest,0.01625525
01/04/2022,4,budapest,0.016921
01/04/2022,5,budapest,0.0198075
01/04/2022,6,budapest,0.02537075
01/04/2022,7,budapest,0.02896625
01/04/2022,8,budapest,0.02890975
01/04/2022,9,budapest,0.02650675
01/04/2022,10,budapest,0.02386375
01/04/2022,11,budapest,0.022349
01/04/2022,12,budapest,0.0215245
01/04/2022,13,budapest,0.02060825
01/04/2022,14,budapest,0.020406
01/04/2022,15,budapest,0.02112575
01/04/2022,16,budapest,0.02319875
01/04/2022,17,budapest,0.027211
01/04/2022,18,budapest,0.0327475
01/04/2022,19,budapest,0.0395945
01/04/2022,20,budapest,0.0433825
01/04/2022,21,budapest,0.0407615
01/04/2022,22,budapest,0.0345265
01/04/2022,23,budapest,0.027401
02/04/2022,0,budapest,0.0226135
02/04/2022,1,budapest,0.01904875
02/04/2022,2,budapest,0.017105
02/04/2022,3,budapest,0.01642475
02/04/2022,4,budapest,0.01662275
02/04/2022,5,budapest,0.01798225
02/04/2022,6,budapest,0.02138675
02/04/2022,7,budapest,0.02681925
02/04/2022,8,budapest,0.03122725
02/04/2022,9,budapest,0.032352
02/04/2022,10,budapest,0.03171675
02/04/2022,11,budapest,0.03102275
02/04/2022,12,budapest,0.030051
02/04/2022,13,budapest,0.02833475
02/04/2022,14,budapest,0.027014
02/04/2022,15,budapest,0.02645325
02/04/2022,16,budapest,0.02738225
02/04/2022,17,budapest,0.029504
02/04/2022,18,budapest,0.03293325
02/04/2022,19,budapest,0.03775175
02/04/2022,20,budapest,0.040381
02/04/2022,21,budapest,0.03803925
02/04/2022,22,budapest,0.032963
02/04/2022,23,budapest,0.02745125
03/04/2022,0,budapest,0.02345525
03/04/2022,1,budapest,0.01968125
03/04/2022,2,budapest,0.0175435
03/04/2022,3,budapest,0.01671375
03/04/2022,4,budapest,0.01661425
03/04/2022,5,budapest,0.017524
03/04/2022,6,budapest,0.0204005
03/04/2022,7,budapest,0.025667
03/04/2022,8,budapest,0.03100375
03/04/2022,9,budapest,0.03371625
03/04/2022,10,budapest,0.03409575
03/04/2022,11,budapest,0.03383325
03/04/2022,12,budapest,0.032482
03/04/2022,13,budapest,0.02980875
03/04/2022,14,budapest,0.0274475
03/04/2022,15,budapest,0.026805
03/04/2022,16,budapest,0.02767875
03/04/2022,17,budapest,0.0303915
03/04/2022,18,budapest,0.03478075
03/04/2022,19,budapest,0.04098625
03/04/2022,20,budapest,0.04404475
03/04/2022,21,budapest,0.04075725
03/04/2022,22,budapest,0.034397
03/04/2022,23,budapest,0.02759025
04/04/2022,0,budapest,0.021639
04/04/2022,1,budapest,0.0181975
04/04/2022,2,budapest,0.01661625
04/04/2022,3,budapest,0.01625525
04/04/2022,4,budapest,0.016921
04/04/2022,5,budapest,0.0198075
04/04/2022,6,budapest,0.02537075
04/04/2022,7,budapest,0.02896625
04/04/2022,8,budapest,0.02890975
04/04/2022,9,budapest,0.02650675
04/04/2022,10,budapest,0.02386375
04/04/2022,11,budapest,0.022349
04/04/2022,12,budapest,0.0215245
04/04/2022,13,budapest,0.02060825
04/04/2022,14,budapest,0.020406
04/04/2022,15,budapest,0.02112575
04/04/2022,16,budapest,0.02319875
04/04/2022,17,budapest,0.027211
04/04/2022,18,budapest,0.0327475
04/04/2022,19,budapest,0.0395945
04/04/2022,20,budapest,0.0433825
04/04/2022,21,budapest,0.0407615
04/04/2022,22,budapest,0.0345265
04/04/2022,23,budapest,0.027401
05/04/2022,0,budapest,0.021639
05/04/2022,1,budapest,0.0181975
05/04/2022,2,budapest,0.01661625
05/04/2022,3,budapest,0.01625525
05/04/2022,4,budapest,0.016921
05/04/2022,5,budapest,0.0198075
05/04/2022,6,budapest,0.02537075
05/04/2022,7,budapest,0.02896625
05/04/2022,8,budapest,0.02890975
05/04/2022,9,budapest,0.02650675
05/04/2022,10,budapest,0.02386375
05/04/2022,11,budapest,0.022349
05/04/2022,12,budapest,0.0215245
05/04/2022,13,budapest,0.02060825
05/04/2022,14,budapest,0.020406
05/04/2022,15,budapest,0.02112575
05/04/2022,16,budapest,0.02319875
05/04/2022,17,budapest,0.027211
05/04/2022,18,budapest,0.0327475
05/04/2022,19,budapest,0.0395945
05/04/2022,20,budapest,0.0433825
05/04/2022,21,budapest,0.0407615
05/04/2022,22,budapest,0.0345265
05/04/2022,23,budapest,0.027401
06/04/2022,0,budapest,0.021639
06/04/2022,1,budapest,0.0181975
06/04/2022,2,budapest,0.01661625
06/04/2022,3,budapest,0.01625525
06/04/2022,4,budapest,0.016921
06/04/2022,5,budapest,0.0198075
06/04/2022,6,budapest,0.02537075
06/04/2022,7,budapest,0.02896625
06/04/2022,8,budapest,0.02890975
06/04/2022,9,budapest,0.02650675
06/04/2022,10,budapest,0.02386375
06/04/2022,11,budapest,0.022349
06/04/2022,12,budapest,0.0215245
06/04/2022,13,budapest,0.02060825
06/04/2022,14,budapest,0.020406
06/04/2022,15,budapest,0.02112575
06/04/2022,16,budapest,0.02319875
06/04/2022,17,budapest,0.027211
06/04/2022,18,budapest,0.0327475
06/04/2022,19,budapest,0.0395945
06/04/2022,20,budapest,0.0433825
06/04/2022,21,budapest,0.0407615
06/04/2022,22,budapest,0.0345265
06/04/2022,23,budapest,0.027401
07/04/2022,0,budapest,0.021639
07/04/2022,1,budapest,0.0181975
07/04/2022,2,budapest,0.01661625
07/04/2022,3,budapest,0.01625525
07/04/2022,4,budapest,0.016921
07/04/2022,5,budapest,0.0198075
07/04/2022,6,budapest,0.02537075
07/04/2022,7,budapest,0.02896625
07/04/2022,8,budapest,0.02890975
07/04/2022,9,budapest,0.02650675
07/04/2022,10,budapest,0.02386375
07/04/2022,11,budapest,0.022349
07/04/2022,12,budapest,0.0215245
07/04/2022,13,budapest,0.02060825
07/04/2022,14,budapest,0.020406
07/04/2022,15,budapest,0.02112575
07/04/2022,16,budapest,0.02319875
07/04/2022,17,budapest,0.027211
07/04/2022,18,budapest,0.0327475
07/04/2022,19,budapest,0.0395945
07/04/2022,20,budapest,0.0433825
07/04/2022,21,budapest,0.0407615
07/04/2022,22,budapest,0.0345265
07/04/2022,23,budapest,0.027401
08/04/2022,0,budapest,0.021639
08/04/2022,1,budapest,0.0181975
08/04/2022,2,budapest,0.01661625
08/04/2022,3,budapest,0.01625525
08/04/2022,4,budapest,0.016921
08/04/2022,5,budapest,0.0198075
08/04/2022,6,budapest,0.02537075
08/04/2022,7,budapest,0.02896625
08/04/2022,8,budapest,0.02890975
08/04/2022,9,budapest,0.02650675
08/04/2022,10,budapest,0.02386375
08/04/2022,11,budapest,0.022349
08/04/2022,12,budapest,0.0215245
08/04/2022,13,budapest,0.02060825
08/04/2022,14,budapest,0.020406
08/04/2022,15,budapest,0.02112575
08/04/2022,16,budapest,0.02319875
08/04/2022,17,budapest,0.027211
08/04/2022,18,budapest,0.0327475
08/04/2022,19,budapest,0.0395945
08/04/2022,20,budapest,0.0433825
08/04/2022,21,budapest,0.0407615
08/04/2022,22,budapest,0.0345265
08/04/2022,23,budapest,0.027401
09/04/2022,0,budapest,0.0226135
09/04/2022,1,budapest,0.01904875
09/04/2022,2,budapest,0.017105
09/04/2022,3,budapest,0.01642475
09/04/2022,4,budapest,0.01662275
09/04/2022,5,budapest,0.01798225
09/04/2022,6,budapest,0.02138675
09/04/2022,7,budapest,0.02681925
09/04/2022,8,budapest,0.03122725
09/04/2022,9,budapest,0.032352
09/04/2022,10,budapest,0.03171675
09/04/2022,11,budapest,0.03102275
09/04/2022,12,budapest,0.030051
09/04/2022,13,budapest,0.02833475
09/04/2022,14,budapest,0.027014
09/04/2022,15,budapest,0.02645325
09/04/2022,16,budapest,0.02738225
09/04/2022,17,budapest,0.029504
09/04/2022,18,budapest,0.03293325
09/04/2022,19,budapest,0.03775175
09/04/2022,20,budapest,0.040381
09/04/2022,21,budapest,0.03803925
09/04/2022,22,budapest,0.032963
09/04/2022,23,budapest,0.02745125
10/04/2022,0,budapest,0.02345525
10/04/2022,1,budapest,0.01968125
10/04/2022,2,budapest,0.0175435
10/04/2022,3,budapest,0.01671375
10/04/2022,4,budapest,0.01661425
10/04/2022,5,budapest,0.017524
10/04/2022,6,budapest,0.0204005
10/04/2022,7,budapest,0.025667
10/04/2022,8,budapest,0.03100375
10/04/2022,9,budapest,0.03371625
10/04/2022,10,budapest,0.03409575
10/04/2022,11,budapest,0.03383325
10/04/2022,12,budapest,0.032482
10/04/2022,13,budapest,0.02980875
10/04/2022,14,budapest,0.0274475
10/04/2022,15,budapest,0.026805
10/04/2022,16,budapest,0.02767875
10/04/2022,17,budapest,0.0303915
10/04/2022,18,budapest,0.03478075
10/04/2022,19,budapest,0.04098625
10/04/2022,20,budapest,0.04404475
10/04/2022,21,budapest,0.04075725
10/04/2022,22,budapest,0.034397
10/04/2022,23,budapest,0.02759025
11/04/2022,0,budapest,0.021639
11/04/2022,1,budapest,0.0181975
11/04/2022,2,budapest,0.01661625
11/04/2022,3,budapest,0.01625525
11/04/2022,4,budapest,0.016921
11/04/2022,5,budapest,0.0198075
11/04/2022,6,budapest,0.02537075
11/04/2022,7,budapest,0.02896625
11/04/2022,8,budapest,0.02890975
11/04/2022,9,budapest,0.02650675
11/04/2022,10,budapest,0.02386375
11/04/2022,11,budapest,0.022349
11/04/2022,12,budapest,0.0215245
11/04/2022,13,budapest,0.02060825
11/04/2022,14,budapest,0.020406
11/04/2022,15,budapest,0.02112575
11/04/2022,16,budapest,0.02319875
11/04/2022,17,budapest,0.027211
11/04/2022,18,budapest,0.0327475
11/04/2022,19,budapest,0.0395945
11/04/2022,20,budapest,0.0433825
11/04/2022,21,budapest,0.0407615
11/04/2022,22,budapest,0.0345265
11/04/2022,23,budapest,0.027401
12/04/2022,0,budapest,0.021639
12/04/2022,1,budapest,0.0181975
12/04/2022,2,budapest,0.01661625
12/04/2022,3,budapest,0.01625525
12/04/2022,4,budapest,0.016921
12/04/2022,5,budapest,0.0198075
12/04/2022,6,budapest,0.02537075
12/04/2022,7,budapest,0.02896625
12/04/2022,8,budapest,0.02890975
12/04/2022,9,budapest,0.02650675
12/04/2022,10,budapest,0.02386375
12/04/2022,11,budapest,0.022349
12/04/2022,12,budapest,0.0215245
12/04/2022,13,budapest,0.02060825
12/04/2022,14,budapest,0.020406
12/04/2022,15,budapest,0.02112575
12/04/2022,16,budapest,0.02319875
12/04/2022,17,budapest,0.027211
12/04/2022,18,budapest,0.0327475
12/04/2022,19,budapest,0.0395945
12/04/2022,20,budapest,0.0433825
12/04/2022,21,budapest,0.0407615
12/04/2022,22,budapest,0.0345265
12/04/2022,23,budapest,0.027401
13/04/2022,0,budapest,0.021639
13/04/2022,1,budapest,0.0181975
13/04/2022,2,budapest,0.01661625
13/04/2022,3,budapest,0.01625525
13/04/2022,4,budapest,0.016921
13/04/2022,5,budapest,0.0198075
13/04/2022,6,budapest,0.02537075
13/04/2022,7,budapest,0.02896625
13/04/2022,8,budapest,0.02890975
13/04/2022,9,budapest,0.02650675
13/04/2022,10,budapest,0.02386375
13/04/2022,11,budapest,0.022349
13/04/2022,12,budapest,0.0215245
13/04/2022,13,budapest,0.02060825
13/04/2022,14,budapest,0.020406
13/04/2022,15,budapest,0.02112575
13/04/2022,16,budapest,0.02319875
13/04/2022,17,budapest,0.027211
13/04/2022,18,budapest,0.0327475
13/04/2022,19,budapest,0.0395945
13/04/2022,20,budapest,0.0433825
13/04/2022,21,budapest,0.0407615
13/04/2022,22,budapest,0.0345265
13/04/2022,23,budapest,0.027401
14/04/2022,0,budapest,0.021639
14/04/2022,1,budapest,0.0181975
14/04/2022,2,budapest,0.01661625
14/04/2022,3,budapest,0.01625525
14/04/2022,4,budapest,0.016921
14/04/2022,5,budapest,0.0198075
14/04/2022,6,budapest,0.02537075
14/04/2022,7,budapest,0.02896625
14/04/2022,8,budapest,0.02890975
14/04/2022,9,budapest,0.02650675
14/04/2022,10,budapest,0.02386375
14/04/2022,11,budapest,0.022349
14/04/2022,12,budapest,0.0215245
14/04/2022,13,budapest,0.02060825
14/04/2022,14,budapest,0.020406
14/04/2022,15,budapest,0.02112575
14/04/2022,16,budapest,0.02319875
14/04/2022,17,budapest,0.027211
14/04/2022,18,budapest,0.0327475
14/04/2022,19,budapest,0.0395945
14/04/2022,20,budapest,0.0433825
14/04/2022,21,budapest,0.0407615
14/04/2022,22,budapest,0.0345265
14/04/2022,23,budapest,0.027401
15/04/2022,0,budapest,0.02345525
15/04/2022,1,budapest,0.01968125
15/04/2022,2,budapest,0.0175435
15/04/2022,3,budapest,0.01671375
15/04/2022,4,budapest,0.01661425
15/04/2022,5,budapest,0.017524
15/04/2022,6,budapest,0.0204005
15/04/2022,7,budapest,0.025667
15/04/2022,8,budapest,0.03100375
15/04/2022,9,budapest,0.03371625
15/04/2022,10,budapest,0.03409575
15/04/2022,11,budapest,0.03383325
15/04/2022,12,budapest,0.032482
15/04/2022,13,budapest,0.02980875
15/04/2022,14,budapest,0.0274475
15/04/2022,15,budapest,0.026805
15/04/2022,16,budapest,0.02767875
15/04/2022,17,budapest,0.0303915
15/04/2022,18,budapest,0.03478075
15/04/2022,19,budapest,0.04098625
15/04/2022,20,budapest,0.04404475
15/04/2022,21,budapest,0.04075725
15/04/2022,22,budapest,0.034397
15/04/2022,23,budapest,0.02759025
16/04/2022,0,budapest,0.0226135
16/04/2022,1,budapest,0.01904875
16/04/2022,2,budapest,0.017105
16/04/2022,3,budapest,0.01642475
16/04/2022,4,budapest,0.01662275
16/04/2022,5,budapest,0.01798225
16/04/2022,6,budapest,0.02138675
16/04/2022,7,budapest,0.02681925
16/04/2022,8,budapest,0.03122725
16/04/2022,9,budapest,0.032352
16/04/2022,10,budapest,0.03171675
16/04/2022,11,budapest,0.03102275
16/04/2022,12,budapest,0.030051
16/04/2022,13,budapest,0.02833475
16/04/2022,14,budapest,0.027014
16/04/2022,15,budapest,0.02645325
16/04/2022,16,budapest,0.02738225
16/04/2022,17,budapest,0.029504
16/04/2022,18,budapest,0.03293325
16/04/2022,19,budapest,0.03775175
16/04/2022,20,budapest,0.040381
16/04/2022,21,budapest,0.03803925
16/04/2022,22,budapest,0.032963
16/04/2022,23,budapest,0.02745125
17/04/2022,0,budapest,0.02345525
17/04/2022,1,budapest,0.01968125
17/04/2022,2,budapest,0.0175435
17/04/2022,3,budapest,0.01671375
17/04/2022,4,budapest,0.01661425
17/04/2022,5,budapest,0.017524
17/04/2022,6,budapest,0.0204005
17/04/2022,7,budapest,0.025667
17/04/2022,8,budapest,0.03100375
17/04/2022,9,budapest,0.03371625
17/04/2022,10,budapest,0.03409575
17/04/2022,11,budapest,0.03383325
17/04/2022,12,budapest,0.032482
17/04/2022,13,budapest,0.02980875
17/04/2022,14,budapest,0.0274475
17/04/2022,15,budapest,0.026805
17/04/2022,16,budapest,0.02767875
17/04/2022,17,budapest,0.0303915
17/04/2022,18,budapest,0.03478075
17/04/2022,19,budapest,0.04098625
17/04/2022,20,budapest,0.04404475
17/04/2022,21,budapest,0.04075725
17/04/2022,22,budapest,0.034397
17/04/2022,23,budapest,0.02759025
18/04/2022,0,budapest,0.02345525
18/04/2022,1,budapest,0.01968125
18/04/2022,2,budapest,0.0175435
18/04/2022,3,budapest,0.01671375
18/04/2022,4,budapest,0.01661425
18/04/2022,5,budapest,0.017524
18/04/2022,6,budapest,0.0204005
18/04/2022,7,budapest,0.025667
18/04/2022,8,budapest,0.03100375
18/04/2022,9,budapest,0.03371625
18/04/2022,10,budapest,0.03409575
18/04/2022,11,budapest,0.03383325
18/04/2022,12,budapest,0.032482
18/04/2022,13,budapest,0.02980875
18/04/2022,14,budapest,0.0274475
18/04/2022,15,budapest,0.026805
18/04/2022,16,budapest,0.02767875
18/04/2022,17,budapest,0.0303915
18/04/2022,18,budapest,0.03478075
18/04/2022,19,budapest,0.04098625
18/04/2022,20,budapest,0.04404475
18/04/2022,21,budapest,0.04075725
18/04/2022,22,budapest,0.034397
18/04/2022,23,budapest,0.02759025
19/04/2022,0,budapest,0.021639
19/04/2022,1,budapest,0.0181975
19/04/2022,2,budapest,0.01661625
19/04/2022,3,budapest,0.01625525
19/04/2022,4,budapest,0.016921
19/04/2022,5,budapest,0.0198075
19/04/2022,6,budapest,0.02537075
19/04/2022,7,budapest,0.02896625
19/04/2022,8,budapest,0.02890975
19/04/2022,9,budapest,0.02650675
19/04/2022,10,budapest,0.02386375
19/04/2022,11,budapest,0.022349
19/04/2022,12,budapest,0.0215245
19/04/2022,13,budapest,0.02060825
19/04/2022,14,budapest,0.020406
19/04/2022,15,budapest,0.02112575
19/04/2022,16,budapest,0.02319875
19/04/2022,17,budapest,0.027211
19/04/2022,18,budapest,0.0327475
19/04/2022,19,budapest,0.0395945
19/04/2022,20,budapest,0.0433825
19/04/2022,21,budapest,0.0407615
19/04/2022,22,budapest,0.0345265
19/04/2022,23,budapest,0.027401
20/04/2022,0,budapest,0.021639
20/04/2022,1,budapest,0.0181975
20/04/2022,2,budapest,0.01661625
20/04/2022,3,budapest,0.01625525
20/04/2022,4,budapest,0.016921
20/04/2022,5,budapest,0.0198075
20/04/2022,6,budapest,0.02537075
20/04/2022,7,budapest,0.02896625
20/04/2022,8,budapest,0.02890975
20/04/2022,9,budapest,0.02650675
20/04/2022,10,budapest,0.02386375
20/04/2022,11,budapest,0.022349
20/04/2022,12,budapest,0.0215245
20/04/2022,13,budapest,0.02060825
20/04/2022,14,budapest,0.020406
20/04/2022,15,budapest,0.02112575
20/04/2022,16,budapest,0.02319875
20/04/2022,17,budapest,0.027211
20/04/2022,18,budapest,0.0327475
20/04/2022,19,budapest,0.0395945
20/04/2022,20,budapest,0.0433825
20/04/2022,21,budapest,0.0407615
20/04/2022,22,budapest,0.0345265
20/04/2022,23,budapest,0.027401
21/04/2022,0,budapest,0.021639
21/04/2022,1,budapest,0.0181975
21/04/2022,2,budapest,0.01661625
21/04/2022,3,budapest,0.01625525
21/04/2022,4,budapest,0.016921
21/04/2022,5,budapest,0.0198075
21/04/2022,6,budapest,0.02537075
21/04/2022,7,budapest,0.02896625
21/04/2022,8,budapest,0.02890975
21/04/2022,9,budapest,0.02650675
21/04/2022,10,budapest,0.02386375
21/04/2022,11,budapest,0.022349
21/04/2022,12,budapest,0.0215245
21/04/2022,13,budapest,0.02060825
21/04/2022,14,budapest,0.020406
21/04/2022,15,budapest,0.02112575
21/04/2022,16,budapest,0.02319875
21/04/2022,17,budapest,0.027211
21/04/2022,18,budapest,0.0327475
21/04/2022,19,budapest,0.0395945
21/04/2022,20,budapest,0.0433825
21/04/2022,21,budapest,0.0407615
21/04/2022,22,budapest,0.0345265
21/04/2022,23,budapest,0.027401
22/04/2022,0,budapest,0.021639
22/04/2022,1,budapest,0.0181975
22/04/2022,2,budapest,0.01661625
22/04/2022,3,budapest,0.01625525
22/04/2022,4,budapest,0.016921
22/04/2022,5,budapest,0.0198075
22/04/2022,6,budapest,0.02537075
22/04/2022,7,budapest,0.02896625
22/04/2022,8,budapest,0.02890975
22/04/2022,9,budapest,0.02650675
22/04/2022,10,budapest,0.02386375
22/04/2022,11,budapest,0.022349
22/04/2022,12,budapest,0.0215245
22/04/2022,13,budapest,0.02060825
22/04/2022,14,budapest,0.020406
22/04/2022,15,budapest,0.02112575
22/04/2022,16,budapest,0.02319875
22/04/2022,17,budapest,0.027211
22/04/2022,18,budapest,0.0327475
22/04/2022,19,budapest,0.0395945
22/04/2022,20,budapest,0.0433825
22/04/2022,21,budapest,0.0407615
22/04/2022,22,budapest,0.0345265
22/04/2022,23,budapest,0.027401
23/04/2022,0,budapest,0.0226135
23/04/2022,1,budapest,0.01904875
23/04/2022,2,budapest,0.017105
23/04/2022,3,budapest,0.01642475
23/04/2022,4,budapest,0.01662275
23/04/2022,5,budapest,0.01798225
23/04/2022,6,budapest,0.02138675
23/04/2022,7,budapest,0.02681925
23/04/2022,8,budapest,0.03122725
23/04/2022,9,budapest,0.032352
23/04/2022,10,budapest,0.03171675
23/04/2022,11,budapest,0.03102275
23/04/2022,12,budapest,0.030051
23/04/2022,13,budapest,0.02833475
23/04/2022,14,budapest,0.027014
23/04/2022,15,budapest,0.02645325
23/04/2022,16,budapest,0.02738225
23/04/2022,17,budapest,0.029504
23/04/2022,18,budapest,0.03293325
23/04/2022,19,budapest,0.03775175
23/04/2022,20,budapest,0.040381
23/04/2022,21,budapest,0.03803925
23/04/2022,22,budapest,0.032963
23/04/2022,23,budapest,0.02745125
24/04/2022,0,budapest,0.02345525
24/04/2022,1,budapest,0.01968125
24/04/2022,2,budapest,0.0175435
24/04/2022,3,budapest,0.01671375
24/04/2022,4,budapest,0.01661425
24/04/2022,5,budapest,0.017524
24/04/2022,6,budapest,0.0204005
24/04/2022,7,budapest,0.025667
24/04/2022,8,budapest,0.03100375
24/04/2022,9,budapest,0.03371625
24/04/2022,10,budapest,0.03409575
24/04/2022,11,budapest,0.03383325
24/04/2022,12,budapest,0.032482
24/04/2022,13,budapest,0.02980875
24/04/2022,14,budapest,0.0274475
24/04/2022,15,budapest,0.026805
24/04/2022,16,budapest,0.02767875
24/04/2022,17,budapest,0.0303915
24/04/2022,18,budapest,0.03478075
24/04/2022,19,budapest,0.04098625
24/04/2022,20,budapest,0.04404475
24/04/2022,21,budapest,0.04075725
24/04/2022,22,budapest,0.034397
24/04/2022,23,budapest,0.02759025
25/04/2022,0,budapest,0.021639
25/04/2022,1,budapest,0.0181975
25/04/2022,2,budapest,0.01661625
25/04/2022,3,budapest,0.01625525
25/04/2022,4,budapest,0.016921
25/04/2022,5,budapest,0.0198075
25/04/2022,6,budapest,0.02537075
25/04/2022,7,budapest,0.02896625
25/04/2022,8,budapest,0.02890975
25/04/2022,9,budapest,0.02650675
25/04/2022,10,budapest,0.02386375
25/04/2022,11,budapest,0.022349
25/04/2022,12,budapest,0.0215245
25/04/2022,13,budapest,0.02060825
25/04/2022,14,budapest,0.020406
25/04/2022,15,budapest,0.02112575
25/04/2022,16,budapest,0.02319875
25/04/2022,17,budapest,0.027211
25/04/2022,18,budapest,0.0327475
25/04/2022,19,budapest,0.0395945
25/04/2022,20,budapest,0.0433825
25/04/2022,21,budapest,0.0407615
25/04/2022,22,budapest,0.0345265
25/04/2022,23,budapest,0.027401
26/04/2022,0,budapest,0.021639
26/04/2022,1,budapest,0.0181975
26/04/2022,2,budapest,0.01661625
26/04/2022,3,budapest,0.01625525
26/04/2022,4,budapest,0.016921
26/04/2022,5,budapest,0.0198075
26/04/2022,6,budapest,0.02537075
26/04/2022,7,budapest,0.02896625
26/04/2022,8,budapest,0.02890975
26/04/2022,9,budapest,0.02650675
26/04/2022,10,budapest,0.02386375
26/04/2022,11,budapest,0.022349
26/04/2022,12,budapest,0.0215245
26/04/2022,13,budapest,0.02060825
26/04/2022,14,budapest,0.020406
26/04/2022,15,budapest,0.02112575
26/04/2022,16,budapest,0.02319875
26/04/2022,17,budapest,0.027211
26/04/2022,18,budapest,0.0327475
26/04/2022,19,budapest,0.0395945
26/04/2022,20,budapest,0.0433825
26/04/2022,21,budapest,0.0407615
26/04/2022,22,budapest,0.0345265
26/04/2022,23,budapest,0.027401
27/04/2022,0,budapest,0.021639
27/04/2022,1,budapest,0.0181975
27/04/2022,2,budapest,0.01661625
27/04/2022,3,budapest,0.01625525
27/04/2022,4,budapest,0.016921
27/04/2022,5,budapest,0.0198075
27/04/2022,6,budapest,0.02537075
27/04/2022,7,budapest,0.02896625
27/04/2022,8,budapest,0.02890975
27/04/2022,9,budapest,0.02650675
27/04/2022,10,budapest,0.02386375
27/04/2022,11,budapest,0.022349
27/04/2022,12,budapest,0.0215245
27/04/2022,13,budapest,0.02060825
27/04/2022,14,budapest,0.020406
27/04/2022,15,budapest,0.02112575
27/04/2022,16,budapest,0.02319875
27/04/2022,17,budapest,0.027211
27/04/2022,18,budapest,0.0327475
27/04/2022,19,budapest,0.0395945
27/04/2022,20,budapest,0.0433825
27/04/2022,21,budapest,0.0407615
27/04/2022,22,budapest,0.0345265
27/04/2022,23,budapest,0.027401
28/04/2022,0,budapest,0.021639
28/04/2022,1,budapest,0.0181975
28/04/2022,2,budapest,0.01661625
28/04/2022,3,budapest,0.01625525
28/04/2022,4,budapest,0.016921
28/04/2022,5,budapest,0.0198075
28/04/2022,6,budapest,0.02537075
28/04/2022,7,budapest,0.02896625
28/04/2022,8,budapest,0.02890975
28/04/2022,9,budapest,0.02650675
28/04/2022,10,budapest,0.02386375
28/04/2022,11,budapest,0.022349
28/04/2022,12,budapest,0.0215245
28/04/2022,13,budapest,0.02060825
28/04/2022,14,budapest,0.020406
28/04/2022,15,budapest,0.02112575
28/04/2022,16,budapest,0.02319875
28/04/2022,17,budapest,0.027211
28/04/2022,18,budapest,0.0327475
28/04/2022,19,budapest,0.0395945
28/04/2022,20,budapest,0.0433825
28/04/2022,21,budapest,0.0407615
28/04/2022,22,budapest,0.0345265
28/04/2022,23,budapest,0.027401
29/04/2022,0,budapest,0.021639
29/04/2022,1,budapest,0.0181975
29/04/2022,2,budapest,0.01661625
29/04/2022,3,budapest,0.01625525
29/04/2022,4,budapest,0.016921
29/04/2022,5,budapest,0.0198075
29/04/2022,6,budapest,0.02537075
29/04/2022,7,budapest,0.02896625
29/04/2022,8,budapest,0.02890975
29/04/2022,9,budapest,0.02650675
29/04/2022,10,budapest,0.02386375
29/04/2022,11,budapest,0.022349
29/04/2022,12,budapest,0.0215245
29/04/2022,13,budapest,0.02060825
29/04/2022,14,budapest,0.020406
29/04/2022,15,budapest,0.02112575
29/04/2022,16,budapest,0.02319875
29/04/2022,17,budapest,0.027211
29/04/2022,18,budapest,0.0327475
29/04/2022,19,budapest,0.0395945
29/04/2022,20,budapest,0.0433825
29/04/2022,21,budapest,0.0407615
29/04/2022,22,budapest,0.0345265
29/04/2022,23,budapest,0.027401
30/04/2022,0,budapest,0.0226135
30/04/2022,1,budapest,0.01904875
30/04/2022,2,budapest,0.017105
30/04/2022,3,budapest,0.01642475
30/04/2022,4,budapest,0.01662275
30/04/2022,5,budapest,0.01798225
30/04/2022,6,budapest,0.02138675
30/04/2022,7,budapest,0.02681925
30/04/2022,8,budapest,0.03122725
30/04/2022,9,budapest,0.032352
30/04/2022,10,budapest,0.03171675
30/04/2022,11,budapest,0.03102275
30/04/2022,12,budapest,0.030051
30/04/2022,13,budapest,0.02833475
30/04/2022,14,budapest,0.027014
30/04/2022,15,budapest,0.02645325
30/04/2022,16,budapest,0.02738225
30/04/2022,17,budapest,0.029504
30/04/2022,18,budapest,0.03293325
30/04/2022,19,budapest,0.03775175
30/04/2022,20,budapest,0.040381
30/04/2022,21,budapest,0.03803925
30/04/2022,22,budapest,0.032963
30/04/2022,23,budapest,0.02745125
01/05/2022,0,budapest,0.02247925
01/05/2022,1,budapest,0.01858925
01/05/2022,2,budapest,0.01657175
01/05/2022,3,budapest,0.015844
01/05/2022,4,budapest,0.015781
01/05/2022,5,budapest,0.01675725
01/05/2022,6,budapest,0.0193845
01/05/2022,7,budapest,0.02383275
01/05/2022,8,budapest,0.02856025
01/05/2022,9,budapest,0.0311165
01/05/2022,10,budapest,0.031855
01/05/2022,11,budapest,0.032095
01/05/2022,12,budapest,0.0309045
01/05/2022,13,budapest,0.0283655
01/05/2022,14,budapest,0.02628375
01/05/2022,15,budapest,0.02549275
